sample;year;decade;intensity;duration;interval;lat;long;region;site
ASPSP_ILOC_2015;2015;2010;;;;0.9175;-29.344;ILOC;ASPSP
AI_ILOC_2015;2015;2010;;;;-7.916;-14.416;ILOC;AI
SH_ILOC_2015;2015;2010;;;;-15.906;-5.728;ILOC;SH
TSB_East_2015;2015;2010;;;;-12.858;-38.609;East;TSB
CA_East_2015;2015;2010;;;;-16.233;-38.936;East;CA
RCB_East_2015;2015;2010;;;;-15.993;-38.576;East;RCB
RF_East_2015;2015;2010;;;;-16.404;-38.96;East;RF
IT_East_2015;2015;2010;;;;-16.978;-39.067;East;IT
ABA_East_2015;2015;2010;;;;-17.973;-38.711;East;ABA
PP_East_2015;2015;2010;;;;-17.672;-38.99;East;PP
TBB_East_2015;2015;2010;;;;-17.606;-39.048;East;TBB
ST_Africa_2015;2015;2010;;;;0.396;6.829;Africa;ST
WIC_Africa_2015;2015;2010;;;;4.573;-6.814;Africa;WIC
LR_Africa_2015;2015;2010;;;;0.698;9.263;Africa;LR
WG_Africa_2015;2015;2010;;;;5.045;1.222;Africa;WG
IR_South_2016;2016;2010;;;;-20.69;-40.387;South;IR
AC_South_2016;2016;2010;;;;-22.978;-42;South;AC
UBT_South_2016;2016;2010;14.67;68;348;-23.532;-45.081;South;UBT
ALC_South_2016;2016;2010;15.8;70;326;-24.091;-45.681;South;ALC
QG_South_2016;2016;2010;14.57;68;340;-24.4875;-46.68;South;QG
GAL_South_2016;2016;2010;9.05;47;336;-27.259;-48.371;South;GAL
MJ_Northeast_2016;2016;2010;;;;-5.399;-35.29;Northeast;MJ
CB_Northeast_2016;2016;2010;;;;-7.076;-34.823;Northeast;CB
PR_Northeast_2016;2016;2010;;;;-8.51;-34.983;Northeast;PR
CC_Northeast_2016;2016;2010;;;;-9.022;-35.191;Northeast;CC
NGARS_North_2016;2016;2010;4.26;18;2092;4.838;-50.129;North;NGARS
CGARS_North_2016;2016;2010;;;;2.242;-47.39;North;CGARS
SGARS_North_2016;2016;2010;;;;0.042;-44.159;North;SGARS
PML_North_2016;2016;2010;;;;-0.759;-42.128;North;PML
FR_North_2016;2016;2010;;;;-3.575;-38.4;North;FR
TMV_ILOC_2016;2016;2010;;;;-20.497;-29.319;ILOC;TMV
ROC_ILOC_2016;2016;2010;;;;-3.846;-33.806;ILOC;ROC
FN_ILOC_2016;2016;2010;;;;-3.851;-32.389;ILOC;FN
ASPSP_ILOC_2016;2016;2010;;;;0.9175;-29.344;ILOC;ASPSP
AI_ILOC_2016;2016;2010;;;;-7.916;-14.416;ILOC;AI
SH_ILOC_2016;2016;2010;;;;-15.906;-5.728;ILOC;SH
TSB_East_2016;2016;2010;10.66;45;691;-12.858;-38.609;East;TSB
CA_East_2016;2016;2010;;;;-16.233;-38.936;East;CA
RCB_East_2016;2016;2010;8.03;32;2153;-15.993;-38.576;East;RCB
RF_East_2016;2016;2010;;;;-16.404;-38.96;East;RF
IT_East_2016;2016;2010;;;;-16.978;-39.067;East;IT
ABA_East_2016;2016;2010;4.68;9;;-17.973;-38.711;East;ABA
PP_East_2016;2016;2010;4.3;3;;-17.672;-38.99;East;PP
TBB_East_2016;2016;2010;4.36;4;;-17.606;-39.048;East;TBB
ST_Africa_2016;2016;2010;;;;0.396;6.829;Africa;ST
WIC_Africa_2016;2016;2010;;;;4.573;-6.814;Africa;WIC
LR_Africa_2016;2016;2010;;;;0.698;9.263;Africa;LR
WG_Africa_2016;2016;2010;;;;5.045;1.222;Africa;WG
IR_South_2017;2017;2010;;;;-20.69;-40.387;South;IR
AC_South_2017;2017;2010;;;;-22.978;-42;South;AC
UBT_South_2017;2017;2010;14.88;58;256;-23.532;-45.081;South;UBT
ALC_South_2017;2017;2010;13.86;60;258;-24.091;-45.681;South;ALC
QG_South_2017;2017;2010;12.41;58;258;-24.4875;-46.68;South;QG
GAL_South_2017;2017;2010;15.02;52;299;-27.259;-48.371;South;GAL
MJ_Northeast_2017;2017;2010;;;;-5.399;-35.29;Northeast;MJ
CB_Northeast_2017;2017;2010;;;;-7.076;-34.823;Northeast;CB
PR_Northeast_2017;2017;2010;;;;-8.51;-34.983;Northeast;PR
CC_Northeast_2017;2017;2010;;;;-9.022;-35.191;Northeast;CC
NGARS_North_2017;2017;2010;6.23;33;320;4.838;-50.129;North;NGARS
CGARS_North_2017;2017;2010;6.48;17;2511;2.242;-47.39;North;CGARS
SGARS_North_2017;2017;2010;;;;0.042;-44.159;North;SGARS
PML_North_2017;2017;2010;;;;-0.759;-42.128;North;PML
FR_North_2017;2017;2010;;;;-3.575;-38.4;North;FR
TMV_ILOC_2017;2017;2010;;;;-20.497;-29.319;ILOC;TMV
ROC_ILOC_2017;2017;2010;;;;-3.846;-33.806;ILOC;ROC
FN_ILOC_2017;2017;2010;;;;-3.851;-32.389;ILOC;FN
ASPSP_ILOC_2017;2017;2010;;;;0.9175;-29.344;ILOC;ASPSP
AI_ILOC_2017;2017;2010;;;;-7.916;-14.416;ILOC;AI
SH_ILOC_2017;2017;2010;;;;-15.906;-5.728;ILOC;SH
TSB_East_2017;2017;2010;;;;-12.858;-38.609;East;TSB
CA_East_2017;2017;2010;;;;-16.233;-38.936;East;CA
RCB_East_2017;2017;2010;;;;-15.993;-38.576;East;RCB
RF_East_2017;2017;2010;;;;-16.404;-38.96;East;RF
IT_East_2017;2017;2010;;;;-16.978;-39.067;East;IT
ABA_East_2017;2017;2010;;;;-17.973;-38.711;East;ABA
PP_East_2017;2017;2010;;;;-17.672;-38.99;East;PP
TBB_East_2017;2017;2010;;;;-17.606;-39.048;East;TBB
ST_Africa_2017;2017;2010;;;;0.396;6.829;Africa;ST
WIC_Africa_2017;2017;2010;;;;4.573;-6.814;Africa;WIC
LR_Africa_2017;2017;2010;;;;0.698;9.263;Africa;LR
WG_Africa_2017;2017;2010;;;;5.045;1.222;Africa;WG
IR_South_2018;2018;2010;;;;-20.69;-40.387;South;IR
AC_South_2018;2018;2010;5.93;12;;-22.978;-42;South;AC
UBT_South_2018;2018;2010;8.86;29;371;-23.532;-45.081;South;UBT
ALC_South_2018;2018;2010;13.27;43;351;-24.091;-45.681;South;ALC
QG_South_2018;2018;2010;6.97;20;370;-24.4875;-46.68;South;QG
GAL_South_2018;2018;2010;;;;-27.259;-48.371;South;GAL
MJ_Northeast_2018;2018;2010;;;;-5.399;-35.29;Northeast;MJ
CB_Northeast_2018;2018;2010;;;;-7.076;-34.823;Northeast;CB
PR_Northeast_2018;2018;2010;;;;-8.51;-34.983;Northeast;PR
CC_Northeast_2018;2018;2010;;;;-9.022;-35.191;Northeast;CC
NGARS_North_2018;2018;2010;;;;4.838;-50.129;North;NGARS
CGARS_North_2018;2018;2010;;;;2.242;-47.39;North;CGARS
SGARS_North_2018;2018;2010;;;;0.042;-44.159;North;SGARS
PML_North_2018;2018;2010;;;;-0.759;-42.128;North;PML
FR_North_2018;2018;2010;;;;-3.575;-38.4;North;FR
TMV_ILOC_2018;2018;2010;;;;-20.497;-29.319;ILOC;TMV
ROC_ILOC_2018;2018;2010;;;;-3.846;-33.806;ILOC;ROC
FN_ILOC_2018;2018;2010;;;;-3.851;-32.389;ILOC;FN
ASPSP_ILOC_2018;2018;2010;;;;0.9175;-29.344;ILOC;ASPSP
AI_ILOC_2018;2018;2010;;;;-7.916;-14.416;ILOC;AI
SH_ILOC_2018;2018;2010;;;;-15.906;-5.728;ILOC;SH
TSB_East_2018;2018;2010;;;;-12.858;-38.609;East;TSB
CA_East_2018;2018;2010;;;;-16.233;-38.936;East;CA
RCB_East_2018;2018;2010;;;;-15.993;-38.576;East;RCB
RF_East_2018;2018;2010;;;;-16.404;-38.96;East;RF
IT_East_2018;2018;2010;;;;-16.978;-39.067;East;IT
ABA_East_2018;2018;2010;;;;-17.973;-38.711;East;ABA
PP_East_2018;2018;2010;;;;-17.672;-38.99;East;PP
TBB_East_2018;2018;2010;;;;-17.606;-39.048;East;TBB
ST_Africa_2018;2018;2010;;;;0.396;6.829;Africa;ST
WIC_Africa_2018;2018;2010;;;;4.573;-6.814;Africa;WIC
LR_Africa_2018;2018;2010;;;;0.698;9.263;Africa;LR
WG_Africa_2018;2018;2010;;;;5.045;1.222;Africa;WG
IR_South_2019;2019;2010;;;;-20.69;-40.387;South;IR
AC_South_2019;2019;2010;11.22;51;348;-22.978;-42;South;AC
UBT_South_2019;2019;2010;27.11;111;275;-23.532;-45.081;South;UBT
ALC_South_2019;2019;2010;25.69;87;279;-24.091;-45.681;South;ALC
QG_South_2019;2019;2010;23.61;82;288;-24.4875;-46.68;South;QG
GAL_South_2019;2019;2010;16.03;56;674;-27.259;-48.371;South;GAL
MJ_Northeast_2019;2019;2010;6.12;18;2921;-5.399;-35.29;Northeast;MJ
CB_Northeast_2019;2019;2010;5.81;23;2931;-7.076;-34.823;Northeast;CB
PR_Northeast_2019;2019;2010;6.01;18;3266;-8.51;-34.983;Northeast;PR
CC_Northeast_2019;2019;2010;6.28;18;3251;-9.022;-35.191;Northeast;CC
NGARS_North_2019;2019;2010;;;;4.838;-50.129;North;NGARS
CGARS_North_2019;2019;2010;;;;2.242;-47.39;North;CGARS
SGARS_North_2019;2019;2010;4.99;8;2934;0.042;-44.159;North;SGARS
PML_North_2019;2019;2010;4.65;7;3248;-0.759;-42.128;North;PML
FR_North_2019;2019;2010;5.76;27;2920;-3.575;-38.4;North;FR
TMV_ILOC_2019;2019;2010;9.74;34;3262;-20.497;-29.319;ILOC;TMV
ROC_ILOC_2019;2019;2010;5.89;18;3237;-3.846;-33.806;ILOC;ROC
FN_ILOC_2019;2019;2010;5.92;18;3262;-3.851;-32.389;ILOC;FN
ASPSP_ILOC_2019;2019;2010;;;;0.9175;-29.344;ILOC;ASPSP
AI_ILOC_2019;2019;2010;;;;-7.916;-14.416;ILOC;AI
SH_ILOC_2019;2019;2010;;;;-15.906;-5.728;ILOC;SH
TSB_East_2019;2019;2010;17.69;83;1022;-12.858;-38.609;East;TSB
CA_East_2019;2019;2010;13.03;62;;-16.233;-38.936;East;CA
RCB_East_2019;2019;2010;15.14;94;1044;-15.993;-38.576;East;RCB
RF_East_2019;2019;2010;13.28;59;;-16.404;-38.96;East;RF
IT_East_2019;2019;2010;14.77;62;;-16.978;-39.067;East;IT
ABA_East_2019;2019;2010;15.44;73;1036;-17.973;-38.711;East;ABA
PP_East_2019;2019;2010;15.19;76;1060;-17.672;-38.99;East;PP
TBB_East_2019;2019;2010;15.28;78;1060;-17.606;-39.048;East;TBB
ST_Africa_2019;2019;2010;;;;0.396;6.829;Africa;ST
WIC_Africa_2019;2019;2010;;;;4.573;-6.814;Africa;WIC
LR_Africa_2019;2019;2010;;;;0.698;9.263;Africa;LR
WG_Africa_2019;2019;2010;;;;5.045;1.222;Africa;WG
IR_South_2020;2020;2020;;;;-20.69;-40.387;South;IR
AC_South_2020;2020;2020;;;;-22.978;-42;South;AC
UBT_South_2020;2020;2020;;;;-23.532;-45.081;South;UBT
ALC_South_2020;2020;2020;;;;-24.091;-45.681;South;ALC
QG_South_2020;2020;2020;;;;-24.4875;-46.68;South;QG
GAL_South_2020;2020;2020;;;;-27.259;-48.371;South;GAL
MJ_Northeast_2020;2020;2020;14.51;61;313;-5.399;-35.29;Northeast;MJ
CB_Northeast_2020;2020;2020;15.62;59;306;-7.076;-34.823;Northeast;CB
PR_Northeast_2020;2020;2020;10.71;51;318;-8.51;-34.983;Northeast;PR
CC_Northeast_2020;2020;2020;10.81;40;316;-9.022;-35.191;Northeast;CC
NGARS_North_2020;2020;2020;5.71;52;1074;4.838;-50.129;North;NGARS
CGARS_North_2020;2020;2020;13.74;83;1037;2.242;-47.39;North;CGARS
SGARS_North_2020;2020;2020;16.07;77;300;0.042;-44.159;North;SGARS
PML_North_2020;2020;2020;17.11;88;294;-0.759;-42.128;North;PML
FR_North_2020;2020;2020;17.25;87;292;-3.575;-38.4;North;FR
TMV_ILOC_2020;2020;2020;;;;-20.497;-29.319;ILOC;TMV
ROC_ILOC_2020;2020;2020;12.46;54;326;-3.846;-33.806;ILOC;ROC
FN_ILOC_2020;2020;2020;9.26;30;334;-3.851;-32.389;ILOC;FN
ASPSP_ILOC_2020;2020;2020;5.58;11;3590;0.9175;-29.344;ILOC;ASPSP
AI_ILOC_2020;2020;2020;;;;-7.916;-14.416;ILOC;AI
SH_ILOC_2020;2020;2020;;;;-15.906;-5.728;ILOC;SH
TSB_East_2020;2020;2020;12.42;58;289;-12.858;-38.609;East;TSB
CA_East_2020;2020;2020;;;;-16.233;-38.936;East;CA
RCB_East_2020;2020;2020;9.63;41;273;-15.993;-38.576;East;RCB
RF_East_2020;2020;2020;;;;-16.404;-38.96;East;RF
IT_East_2020;2020;2020;;;;-16.978;-39.067;East;IT
ABA_East_2020;2020;2020;;;;-17.973;-38.711;East;ABA
PP_East_2020;2020;2020;;;;-17.672;-38.99;East;PP
TBB_East_2020;2020;2020;;;;-17.606;-39.048;East;TBB
ST_Africa_2020;2020;2020;;;;0.396;6.829;Africa;ST
WIC_Africa_2020;2020;2020;;;;4.573;-6.814;Africa;WIC
LR_Africa_2020;2020;2020;;;;0.698;9.263;Africa;LR
WG_Africa_2020;2020;2020;;;;5.045;1.222;Africa;WG
IR_South_2021;2021;2020;;;;-20.69;-40.387;South;IR
AC_South_2021;2021;2020;;;;-22.978;-42;South;AC
UBT_South_2021;2021;2020;13.15;61;651;-23.532;-45.081;South;UBT
ALC_South_2021;2021;2020;14.41;55;674;-24.091;-45.681;South;ALC
QG_South_2021;2021;2020;15.22;59;670;-24.4875;-46.68;South;QG
GAL_South_2021;2021;2020;5.9;55;698;-27.259;-48.371;South;GAL
MJ_Northeast_2021;2021;2020;;;;-5.399;-35.29;Northeast;MJ
CB_Northeast_2021;2021;2020;;;;-7.076;-34.823;Northeast;CB
PR_Northeast_2021;2021;2020;;;;-8.51;-34.983;Northeast;PR
CC_Northeast_2021;2021;2020;;;;-9.022;-35.191;Northeast;CC
NGARS_North_2021;2021;2020;8.71;70;311;4.838;-50.129;North;NGARS
CGARS_North_2021;2021;2020;5.41;23;342;2.242;-47.39;North;CGARS
SGARS_North_2021;2021;2020;;;;0.042;-44.159;North;SGARS
PML_North_2021;2021;2020;;;;-0.759;-42.128;North;PML
FR_North_2021;2021;2020;;;;-3.575;-38.4;North;FR
TMV_ILOC_2021;2021;2020;;;;-20.497;-29.319;ILOC;TMV
ROC_ILOC_2021;2021;2020;;;;-3.846;-33.806;ILOC;ROC
FN_ILOC_2021;2021;2020;;;;-3.851;-32.389;ILOC;FN
ASPSP_ILOC_2021;2021;2020;;;;0.9175;-29.344;ILOC;ASPSP
AI_ILOC_2021;2021;2020;;;;-7.916;-14.416;ILOC;AI
SH_ILOC_2021;2021;2020;;;;-15.906;-5.728;ILOC;SH
TSB_East_2021;2021;2020;;;;-12.858;-38.609;East;TSB
CA_East_2021;2021;2020;;;;-16.233;-38.936;East;CA
RCB_East_2021;2021;2020;;;;-15.993;-38.576;East;RCB
RF_East_2021;2021;2020;;;;-16.404;-38.96;East;RF
IT_East_2021;2021;2020;;;;-16.978;-39.067;East;IT
ABA_East_2021;2021;2020;;;;-17.973;-38.711;East;ABA
PP_East_2021;2021;2020;;;;-17.672;-38.99;East;PP
TBB_East_2021;2021;2020;;;;-17.606;-39.048;East;TBB
ST_Africa_2021;2021;2020;;;;0.396;6.829;Africa;ST
WIC_Africa_2021;2021;2020;;;;4.573;-6.814;Africa;WIC
LR_Africa_2021;2021;2020;;;;0.698;9.263;Africa;LR
WG_Africa_2021;2021;2020;;;;5.045;1.222;Africa;WG
IR_South_2022;2022;2020;;;;-20.69;-40.387;South;IR
AC_South_2022;2022;2020;;;;-22.978;-42;South;AC
UBT_South_2022;2022;2020;7.95;31;322;-23.532;-45.081;South;UBT
ALC_South_2022;2022;2020;;;;-24.091;-45.681;South;ALC
QG_South_2022;2022;2020;8.22;24;328;-24.4875;-46.68;South;QG
GAL_South_2022;2022;2020;10.39;45;306;-27.259;-48.371;South;GAL
MJ_Northeast_2022;2022;2020;4.4;4;716;-5.399;-35.29;Northeast;MJ
CB_Northeast_2022;2022;2020;8.1;38;687;-7.076;-34.823;Northeast;CB
PR_Northeast_2022;2022;2020;;;;-8.51;-34.983;Northeast;PR
CC_Northeast_2022;2022;2020;;;;-9.022;-35.191;Northeast;CC
NGARS_North_2022;2022;2020;6.36;54;269;4.838;-50.129;North;NGARS
CGARS_North_2022;2022;2020;7.84;32;327;2.242;-47.39;North;CGARS
SGARS_North_2022;2022;2020;;;;0.042;-44.159;North;SGARS
PML_North_2022;2022;2020;;;;-0.759;-42.128;North;PML
FR_North_2022;2022;2020;;;;-3.575;-38.4;North;FR
TMV_ILOC_2022;2022;2020;;;;-20.497;-29.319;ILOC;TMV
ROC_ILOC_2022;2022;2020;;;;-3.846;-33.806;ILOC;ROC
FN_ILOC_2022;2022;2020;;;;-3.851;-32.389;ILOC;FN
ASPSP_ILOC_2022;2022;2020;;;;0.9175;-29.344;ILOC;ASPSP
AI_ILOC_2022;2022;2020;;;;-7.916;-14.416;ILOC;AI
SH_ILOC_2022;2022;2020;6.34;34;4357;-15.906;-5.728;ILOC;SH
TSB_East_2022;2022;2020;9.08;36;693;-12.858;-38.609;East;TSB
CA_East_2022;2022;2020;8.34;36;1040;-16.233;-38.936;East;CA
RCB_East_2022;2022;2020;12.94;59;684;-15.993;-38.576;East;RCB
RF_East_2022;2022;2020;7.25;18;688;-16.404;-38.96;East;RF
IT_East_2022;2022;2020;4.65;5;1061;-16.978;-39.067;East;IT
ABA_East_2022;2022;2020;;;;-17.973;-38.711;East;ABA
PP_East_2022;2022;2020;;;;-17.672;-38.99;East;PP
TBB_East_2022;2022;2020;;;;-17.606;-39.048;East;TBB
ST_Africa_2022;2022;2020;;;;0.396;6.829;Africa;ST
WIC_Africa_2022;2022;2020;;;;4.573;-6.814;Africa;WIC
LR_Africa_2022;2022;2020;;;;0.698;9.263;Africa;LR
WG_Africa_2022;2022;2020;;;;5.045;1.222;Africa;WG
IR_South_2023;2023;2020;;;;-20.69;-40.387;South;IR
AC_South_2023;2023;2020;;;;-22.978;-42;South;AC
UBT_South_2023;2023;2020;4.17;4;363;-23.532;-45.081;South;UBT
ALC_South_2023;2023;2020;4.08;2;706;-24.091;-45.681;South;ALC
QG_South_2023;2023;2020;;;;-24.4875;-46.68;South;QG
GAL_South_2023;2023;2020;9.45;49;329;-27.259;-48.371;South;GAL
MJ_Northeast_2023;2023;2020;;;;-5.399;-35.29;Northeast;MJ
CB_Northeast_2023;2023;2020;;;;-7.076;-34.823;Northeast;CB
PR_Northeast_2023;2023;2020;;;;-8.51;-34.983;Northeast;PR
CC_Northeast_2023;2023;2020;;;;-9.022;-35.191;Northeast;CC
NGARS_North_2023;2023;2020;10.22;131;267;4.838;-50.129;North;NGARS
CGARS_North_2023;2023;2020;12.71;49;315;2.242;-47.39;North;CGARS
SGARS_North_2023;2023;2020;8.2;25;1055;0.042;-44.159;North;SGARS
PML_North_2023;2023;2020;8.03;27;1051;-0.759;-42.128;North;PML
FR_North_2023;2023;2020;4.63;8;1077;-3.575;-38.4;North;FR
TMV_ILOC_2023;2023;2020;;;;-20.497;-29.319;ILOC;TMV
ROC_ILOC_2023;2023;2020;;;;-3.846;-33.806;ILOC;ROC
FN_ILOC_2023;2023;2020;;;;-3.851;-32.389;ILOC;FN
ASPSP_ILOC_2023;2023;2020;5.11;19;1086;0.9175;-29.344;ILOC;ASPSP
AI_ILOC_2023;2023;2020;;;;-7.916;-14.416;ILOC;AI
SH_ILOC_2023;2023;2020;;;;-15.906;-5.728;ILOC;SH
TSB_East_2023;2023;2020;8.05;44;327;-12.858;-38.609;East;TSB
CA_East_2023;2023;2020;;;;-16.233;-38.936;East;CA
RCB_East_2023;2023;2020;9.72;36;326;-15.993;-38.576;East;RCB
RF_East_2023;2023;2020;;;;-16.404;-38.96;East;RF
IT_East_2023;2023;2020;;;;-16.978;-39.067;East;IT
ABA_East_2023;2023;2020;;;;-17.973;-38.711;East;ABA
PP_East_2023;2023;2020;;;;-17.672;-38.99;East;PP
TBB_East_2023;2023;2020;;;;-17.606;-39.048;East;TBB
ST_Africa_2023;2023;2020;;;;0.396;6.829;Africa;ST
WIC_Africa_2023;2023;2020;;;;4.573;-6.814;Africa;WIC
LR_Africa_2023;2023;2020;;;;0.698;9.263;Africa;LR
WG_Africa_2023;2023;2020;;;;5.045;1.222;Africa;WG
IR_South_2024;2024;2020;;;;-20.69;-40.387;South;IR
AC_South_2024;2024;2020;;;;-22.978;-42;South;AC
UBT_South_2024;2024;2020;10.1;47;316;-23.532;-45.081;South;UBT
ALC_South_2024;2024;2020;7.45;32;333;-24.091;-45.681;South;ALC
QG_South_2024;2024;2020;11.48;48;688;-24.4875;-46.68;South;QG
GAL_South_2024;2024;2020;16.1;62;299;-27.259;-48.371;South;GAL
MJ_Northeast_2024;2024;2020;21.46;115;666;-5.399;-35.29;Northeast;MJ
CB_Northeast_2024;2024;2020;21.67;113;644;-7.076;-34.823;Northeast;CB
PR_Northeast_2024;2024;2020;20.03;79;1394;-8.51;-34.983;Northeast;PR
CC_Northeast_2024;2024;2020;20.58;71;1422;-9.022;-35.191;Northeast;CC
NGARS_North_2024;2024;2020;15.44;100;214;4.838;-50.129;North;NGARS
CGARS_North_2024;2024;2020;19.66;157;216;2.242;-47.39;North;CGARS
SGARS_North_2024;2024;2020;20.02;101;274;0.042;-44.159;North;SGARS
PML_North_2024;2024;2020;19.45;94;284;-0.759;-42.128;North;PML
FR_North_2024;2024;2020;20.76;120;253;-3.575;-38.4;North;FR
TMV_ILOC_2024;2024;2020;10.6;33;1799;-20.497;-29.319;ILOC;TMV
ROC_ILOC_2024;2024;2020;19.27;71;1394;-3.846;-33.806;ILOC;ROC
FN_ILOC_2024;2024;2020;17.96;67;1410;-3.851;-32.389;ILOC;FN
ASPSP_ILOC_2024;2024;2020;15.41;91;307;0.9175;-29.344;ILOC;ASPSP
AI_ILOC_2024;2024;2020;17.25;63;;-7.916;-14.416;ILOC;AI
SH_ILOC_2024;2024;2020;11.37;44;713;-15.906;-5.728;ILOC;SH
TSB_East_2024;2024;2020;18.89;93;281;-12.858;-38.609;East;TSB
CA_East_2024;2024;2020;8.3;36;730;-16.233;-38.936;East;CA
RCB_East_2024;2024;2020;18.49;76;322;-15.993;-38.576;East;RCB
RF_East_2024;2024;2020;7.61;33;730;-16.404;-38.96;East;RF
IT_East_2024;2024;2020;7.79;34;730;-16.978;-39.067;East;IT
ABA_East_2024;2024;2020;6.9;22;1820;-17.973;-38.711;East;ABA
PP_East_2024;2024;2020;5.71;12;1830;-17.672;-38.99;East;PP
TBB_East_2024;2024;2020;4.77;7;1826;-17.606;-39.048;East;TBB
ST_Africa_2024;2024;2020;12.86;62;10535;0.396;6.829;Africa;ST
WIC_Africa_2024;2024;2020;11.21;37;5075;4.573;-6.814;Africa;WIC
LR_Africa_2024;2024;2020;12.33;87;10536;0.698;9.263;Africa;LR
WG_Africa_2024;2024;2020;14.48;56;5056;5.045;1.222;Africa;WG
